Date,LMCADS03,LMCADY,DXY,SPX,BCOM,MXWD,XAU,XAG,LMCADY_acu_5d_log,LMCADY_std_5d_log
2003-01-02,0.0190481949706944,0.0198344061155993,0.0107391445067391,0.0326607558377796,0.0253374404210933,0.0232086670705184,-0.0057628743268031,0.0079183576893149,0.0405423062437273,0.0071805397651494
2003-01-03,0.0131210879626972,0.0134781012269226,-0.0049647218063688,-0.0004841496116841,0.014287562477094,0.0037822687563291,0.014914947360083,0.014833399294101,0.0154004754893194,0.0105110033909153
2003-01-06,0.0108042415393138,0.0102622588422332,-0.0048914204354922,0.0222255556970244,-0.01611761909305,0.0185494692142663,0.0,0.0015325673497782,0.01160077183651,0.0099861751910524
2003-01-07,-0.004616102980612,-0.004478733537838,0.0058668399431852,-0.0065661110449765,-0.0026972016825171,-0.0088527312226564,-0.0114532390135023,-0.0201089529227135,0.0270619220429571,0.0097454509653771
2003-01-08,0.0098220556354588,0.0097713069036068,-0.0068480017173445,-0.0141857184983348,0.0040930556835174,-0.0146574968799782,0.0182061871591471,0.0103627870355466,0.0233402403651734,0.0094674567032774
2003-01-09,0.0109357104400282,0.0115093728088026,0.0006869143099205,0.0192113706560134,0.013933538230252,0.0149100795389956,-0.0024915780606768,-0.0020639842208514,0.0167944033540489,0.0087069647141479
2003-01-10,-0.0109357104400283,-0.0116637295274852,-0.0069892493012352,-1.0780799396409113e-05,-0.0141582302969134,0.0028245756699145,0.0056537253072287,0.0047408106931084,0.0191122704632966,0.0077120379332447
2003-01-13,0.0070004851406507,0.0064625551894239,0.0023680326803311,-0.0014132905585177,0.003660431248791,0.0007552300034219,-0.0005639362901463,-0.0068090637571675,0.0264866032045742,0.0089490880953703
2003-01-14,0.0111598202390082,0.0109824166686089,-0.0025656220901817,0.0058129684870851,-0.0004743494316076,0.0070214441634036,-0.0090665021117989,-0.0145987994211527,0.0144580831752299,0.0086505254660647
2003-01-15,0.0065770042763575,0.0060496252258232,0.0012836338469538,-0.0145309279356265,0.0096200791672244,-0.0108538324957576,-0.0017091586556364,0.0010498688628367,0.0133305351548349,0.008561860812886
2003-01-16,0.0041629557593105,0.0049635357976781,-0.0054420556809771,-0.0039502021008441,0.0085113188523156,-0.0030359786513091,0.0189217732302905,0.0135489305583158,0.0105963233093536,0.0084652120462739
2003-01-17,-0.0092413834027528,-0.0093458624182376,-0.0023840281481256,-0.0141162233493928,-0.0007563507176605,-0.0124934696598024,-0.0025210097385481,-0.006230549750636,0.0154785568316024,0.0069598377810019
2003-01-20,0.013977922749426,0.0138368879307015,-0.0007959407444381,0.0,0.0,-0.0048867153133827,-0.0022462455043509,-0.0020855064910213,-0.0091530386182751,0.0061234208514831
2003-01-21,-0.0011820332345549,-0.0010461033607353,-0.002391630437448,-0.015826864397605,0.0018184342235053,-0.0109919704745526,0.0056061814665984,0.0052056338272651,-0.0112774670898751,0.0061290790897349
2003-01-22,0.0047197727733516,0.0049220772054282,0.0,-0.0104871910991661,0.0056781621545447,-0.0111141379949651,0.0113953428755765,0.0093023926623134,-0.0077670293376594,0.0072545470274481
2003-01-23,0.0017641874613874,0.0022293239521967,-0.0036983399643117,0.0101716910289419,-0.0046967165838202,0.0074056905075957,0.003310804514119,-0.0145080264895786,0.0134190614961178,0.0135081149801545
2003-01-24,-0.0041212893187688,-0.0044636288959887,-0.0064295981995604,-0.0296692507867225,0.0113217642328808,-0.0187513747183309,0.0142214895164838,0.0165635256716746,0.025906659331252,0.0130011539740687
2003-01-27,-0.0100801327873991,-0.010794707519176,0.000403063286392,-0.0162917324639203,-0.0130951210990016,-0.0216128491370293,0.0037945566603693,-0.0082474694300171,0.0396032841509512,0.0098559932104431
2003-01-28,-0.0029841860403275,-0.0031705318323353,0.0022139487759092,0.0129660319906087,0.0067375709948163,0.0067333008517319,-0.0010826905916197,0.007220247973487,0.0255294897970768,0.0146561418475509
2003-01-29,0.0083333815591442,0.0084325149576439,-0.0020124780388521,0.0067560765425733,0.0135967149296521,0.0043201276824341,-0.008977209364253,-0.0113696315202986,0.0175390940714522,0.0146383498217603
2003-01-30,0.0228547890974048,0.0234154147859741,0.0024144880945175,-0.0231143663352954,0.0069217710153327,-0.0073553603649437,0.0119517924120621,0.014448135747386,-0.0214679945015783,0.0114159186061086
2003-01-31,0.0072160798045428,0.0080239689391454,0.0039111517540578,0.0130448650700328,-0.0003783718007309,0.0043872785335352,-0.0059580406445724,-0.0082304991365154,-0.0335408555282136,0.0092260419432714
2003-02-03,0.0031586530210087,0.002901917300523,-0.0001000950904193,0.0053845656373587,-0.0008617724374912,0.0090386368836195,0.0078463606014168,0.0,-0.0156536109127926,0.01533165206277
2003-02-04,-0.0167682448688847,-0.0172443261862096,-0.00763669306208,-0.0141879560208776,0.0061191641291898,-0.0125577656067962,0.0271185035054788,0.0184242673260582,-0.003159466995651,0.0133458451067254
2003-02-05,0.0005829204478672,0.0004421192320192,0.0051310540663759,-0.0054498624653519,-0.0003144639610384,0.0009215841055594,-0.0252337425813568,-0.0385004857638897,-0.0121256729466355,0.0137613677452998
2003-02-06,-0.0152674721307884,-0.0155916737870564,-0.0019084933722113,-0.0064695124978516,0.003261421729549,-0.0109511023872763,-0.004583453696789,-0.015679430609903,-0.0178171707067202,0.0152748988784856
2003-02-07,-0.0038535693159899,-0.0040488920874898,0.0011053611134003,-0.0101449450287938,0.0119727177780586,-0.009246075776397,-0.0008110300525662,-0.0042918520815409,-0.0104222678929024,0.0155712714993718
2003-02-10,0.0202858639430714,0.020789161915944,0.0070056331358409,0.0075405902248564,-0.0039694711137153,0.0003869648186708,-0.0207686109495742,-0.0151682214731714,-0.0271202050704936,0.0103565254805139
2003-02-11,-0.0046674530474951,-0.0047501822690681,0.0011960531676013,-0.0081313467117249,0.0071396706195491,5.526846659041112e-05,0.0047656523125261,0.0,-0.0307217530714943,0.0104229737753279
2003-02-12,-0.0082208331448571,-0.0085240867189651,0.0011946243332133,-0.0127680934503761,-0.012084599060556,-0.0099978615505463,-0.0310645522209377,-0.0165111070657924,-0.0237236852660971,0.0104931499376145
2003-02-13,-0.0214549350012594,-0.0212831715471412,-0.0091954670931002,-0.0016014183918124,-0.000275899665961,-0.0010611858350143,0.0107148917413891,0.0077391209929554,0.0038014187038384,0.0058327867140698
2003-02-14,0.003607941376199,0.003346010726328,0.0045083480658701,0.0212081109264547,0.0051221356165155,0.0151404605852682,-0.0141225338291422,0.0,0.0271116732959161,0.0131465574144273
2003-02-17,0.0041928782600359,0.0040912247383527,0.0041895323124801,0.0,0.0,0.0059269188977675,-0.017214598107767,-0.0088496152769825,0.0365242498246591,0.0135752239109979
2003-02-18,-0.0084034107963795,-0.0083517302700688,0.0006965520954302,0.0193118939594896,-0.0021180142429516,0.0126143473437281,-0.0058046890603183,0.0132452267500205,0.0378532738367249,0.0131998477134807
2003-02-19,-0.0018099552452395,-0.0015260189135679,-0.0052860044292373,-0.0071214119274663,0.0044847772951548,-0.0089005254891498,0.0170278284460529,0.0152342445718479,0.0552561101206898,0.0124761276206037
2003-02-20,0.0054200674693391,0.0062419324227944,-0.0045101554778861,-0.0095469240119033,-0.0031251126080235,-0.0050826725077198,0.0079806608556516,0.0090303774277831,0.0451048119718319,0.0141659379336742
2003-02-21,0.0249123203798963,0.0266562653184057,0.0054097507207222,0.0131375497322398,0.0143603029755248,0.0082394813122859,-0.0025582731405827,0.0006419172147243,0.0035403488815658,0.0134049903842256
2003-02-24,0.0128057628888497,0.0135038012670958,-0.004305388377669,-0.0185517740644895,0.0228698329633196,-0.0129626886870042,0.0180515407983535,0.0095796368568135,-0.0036515048240843,0.0120010751466955
2003-02-25,-0.0063823831390898,-0.007022706258003,0.0020048122192046,0.0071687468541039,-0.0273405544448191,-0.0077369825021525,-0.0166294700240023,-0.0149415799981989,-0.0004405609881083,0.0116612845238156
